Full Name,First Name,Last Name,Headline,Bio,Reference
SARAH KATE ELLIS,SARAH,KATE ELLIS,"President & CEO, GLADD","Sarah Kate Ellis was named President & CEO of GLAAD in January 2014 after a successful career as an award-winning media executive and communications strategist.
In short order, Ellis refocused GLAAD’s crucial advocacy to accelerate acceptance of the LGBT community through a variety of compelling and effective initiatives, campaigns and programs.  
A powerful communicator, Ellis has used GLAAD’s position as the nation’s leading media advocacy organization to demand and generate coverage of LGBT Russians during the 2014 Olympic Games in Sochi, Russia. Under her leadership, GLAAD worked closely with Facebook to expand the social network’s gender options to be more inclusive of transgender and gender non-conforming users. And during the 2014 World Cup, Ellis’ team led an effort to demand that FIFA address anti-LGBT slurs at the games, leading broadcasters ESPN and Univision to condemn such hateful language on the air to worldwide audiences.
Ellis’ team also successfully challenged the NYC St. Patrick’s Day Parade’s ban on LGBT participation, leading two major sponsors, Heineken and Guinness, to pull their support and ultimately bring inclusion to the historic celebration. She followed this effort with the culmination of a years-long partnership between GLAAD and Scouts for Equality to end the Boy Scouts’ ban on gay youth and adult leaders.
Behind the scenes, she has positioned GLAAD as a leading advisor to media executives when it comes to dealing with the world’s biggest LGBT-related stories, including Caitlyn Jenner’s historic coming out.
Ellis’ team served as a guiding hand throughout the news cycle surrounding Jenner’s historic announcement and subsequent publicity, from Jenner’s groundbreaking interview with ABC News’ Diane Sawyer, to her Vanity Fair cover story, to her one-hour special and docu-series on the E! network. GLAAD has ensured fair and accurate media coverage that has reshaped the way people across the world see and understand the transgender community.
Ellis’ vision has expanded GLAAD’s international impact, working closely with campaigners on the ground in Ireland to help implement media strategies and best practices leading up to the country's successful marriage equality referendum.
In 2015, Ellis brought to life GLAAD’s groundbreaking “Accelerating Acceptance” report, a first-of-its-kind study that measures levels of LGBT acceptance in America beyond policy issues.
A forceful spokesperson for LGBT acceptance, Ellis’ commentary and statements have appeared in influential media including The New York Times, The Los Angeles Times, USA Today, TIME, Vanity Fair and hundreds of other outlets. 
As an insightful expert on LGBT issues, Ellis has appeared on ABC News, Bloomberg, CNN, MSNBC, Entertainment Tonight and scores of other broadcasts.
Named one of Family Circles’ 20 most influential moms in 2015, Ellis ranked 20th on the Guardian’s World Power Pride list in 2014 and was named an Agent of Change by Washington D.C.’s largest LGBT publication, Metro Weekly.
Ellis co-authored a memoir with her wife, Kristen Ellis-Henderson, titled “Times Two, Two Women in Love and the Happy Family They Made,"" released by Simon & Schuster. The autobiography chronicled their simultaneouSarah Kate Ellis was named President & CEO of GLAAD in January 2014 after a successful career as an award-winning media executive and communications strategist.
In short order, Ellis refocused GLAAD’s crucial advocacy to accelerate acceptance of the LGBT community through a variety of compelling and effective initiatives, campaigns and programs.  
A powerful communicator, Ellis has used GLAAD’s position as the nation’s leading media advocacy organization to demand and generate coverage of LGBT Russians during the 2014 Olympic Games in Sochi, Russia. Under her leadership, GLAAD worked closely with Facebook to expand the social network’s gender options to be more inclusive of transgender and gender non-conforming users. And during the 2014 World Cup, Ellis’ team led an effort to demand that FIFA address anti-LGBT slurs at the games, leading broadcasters ESPN and Univision to condemn such hateful language on the air to worldwide audiences.
Ellis’ team also successfully challenged the NYC St. Patrick’s Day Parade’s ban on LGBT participation, leading two major sponsors, Heineken and Guinness, to pull their support and ultimately bring inclusion to the historic celebration. She followed this effort with the culmination of a years-long partnership between GLAAD and Scouts for Equality to end the Boy Scouts’ ban on gay youth and adult leaders.
Behind the scenes, she has positioned GLAAD as a leading advisor to media executives when it comes to dealing with the world’s biggest LGBT-related stories, including Caitlyn Jenner’s historic coming out.
Ellis’ team served as a guiding hand throughout the news cycle surrounding Jenner’s historic announcement and subsequent publicity, from Jenner’s groundbreaking interview with ABC News’ Diane Sawyer, to her Vanity Fair cover story, to her one-hour special and docu-series on the E! network. GLAAD has ensured fair and accurate media coverage that has reshaped the way people across the world see and understand the transgender community.
Ellis’ vision has expanded GLAAD’s international impact, working closely with campaigners on the ground in Ireland to help implement media strategies and best practices leading up to the country's successful marriage equality referendum.
In 2015, Ellis brought to life GLAAD’s groundbreaking “Accelerating Acceptance” report, a first-of-its-kind study that measures levels of LGBT acceptance in America beyond policy issues.
A forceful spokesperson for LGBT acceptance, Ellis’ commentary and statements have appeared in influential media including The New York Times, The Los Angeles Times, USA Today, TIME, Vanity Fair and hundreds of other outlets. 
As an insightful expert on LGBT issues, Ellis has appeared on ABC News, Bloomberg, CNN, MSNBC, Entertainment Tonight and scores of other broadcasts.
Named one of Family Circles’ 20 most influential moms in 2015, Ellis ranked 20th on the Guardian’s World Power Pride list in 2014 and was named an Agent of Change by Washington D.C.’s largest LGBT publication, Metro Weekly.
Ellis co-authored a memoir with her wife, Kristen Ellis-Henderson, titled “Times Two, Two Women in Love and the Happy Family They Made,"" released by Simon & Schuster. The autobiography chronicled their simultaneous pregnancies and road to motherhood. The two were featured on the groundbreaking “Gay Marriage Already Won” cover of TIME Magazine.  They were the first same-sex couple to have their marriage ceremony performed in the Episcopal Church of New York State.
Prior to joining GLAAD, Sarah Kate Ellis led national media brands, notably growing Real Simple into one of Time Inc.’s most respected and successful magazines. Her vision also transformed and energized leading media outlets including Vogue, InStyle, New York, and House & Garden.  She served as Senior Vice President of Global Marketing at Martini Media, a digital firm specializing in online branding, public relations and marketing.
She earned seven MIN Awards for marketing innovation, two President’s Awards, and MIN’s Sales Executive Team of the Year award in 2012.
As co-chair of OUT at Time Inc., she led programming to spotlight the diversity of the LGBT community and educated the organization’s straight allies on a wide range of LGBT issues.
Ellis earned her B.A. from Russell Sage College and also attended the Tuck Executive Education program at Dartmouth.
Ellis and her wife Kristen are the proud mothers of two adorable children.  
s pregnancies and road to motherhood. The two were featured on the groundbreaking “Gay Marriage Already Won” cover of TIME Magazine.  They were the first same-sex couple to have their marriage ceremony performed in the Episcopal Church of New York State.
Prior to joining GLAAD, Sarah Kate Ellis led national media brands, notably growing Real Simple into one of Time Inc.’s most respected and successful magazines. Her vision also transformed and energized leading media outlets including Vogue, InStyle, New York, and House & Garden.  She served as Senior Vice President of Global Marketing at Martini Media, a digital firm specializing in online branding, public relations and marketing.
She earned seven MIN Awards for marketing innovation, two President’s Awards, and MIN’s Sales Executive Team of the Year award in 2012.
As co-chair of OUT at Time Inc., she led programming to spotlight the diversity of the LGBT community and educated the organization’s straight allies on a wide range of LGBT issues.
Ellis earned her B.A. from Russell Sage College and also attended the Tuck Executive Education program at Dartmouth.
Ellis and her wife Kristen are the proud mothers of two adorable children.  ",https://www.salesforce.com/dreamforce/DF16/keynotes-ellis
"JEFFREY BLUESTONE, Ph.D.",JEFFREY,"BLUESTONE, Ph.D.","CEO & President, Parker Instititute for Cancer Immunotherapy","Jeffrey Bluestone, PhD is CEO and President, Parker Institute for Cancer

Immunotherapy and the A.W. and Mary Margaret Clausen Distinguished Professor at UCSF.

Dr. Bluestone is one of the leading immunologists in the field of T-cell activation and

immune tolerance research that has led to the development of multiple immunotherapies

including the first FDA-approved drug targeting T-cell co-stimulation to treat autoimmune

disease and organ transplantation and the first CTLA-4 antagonist drugs approved for the

treatment of metastatic melanoma. Dr. Bluestone is an academic leader on a national and

international scale. He was the founding Director of the Immune Tolerance Network, the

largest NIH-funded multicenter clinical immunology research program, testing novel

immunotherapies in transplantation, autoimmunity, and asthma/allergy; Executive Vice

Chancellor and Provost Emeritus at UCSF and the former Director of the UCSF Diabetes

Center. Finally, Dr. Bluestone has authored more than 400 peer-reviewed publications and

has received numerous awards including election to the American Academy of Arts and

Sciences, the National Academy of Medicine and recently appointed member of Vice

President Biden’s Cancer Moonshot Blue Ribbon Panel.",https://www.salesforce.com/dreamforce/DF16/keynotes-bluestone/
LEILA JANAH,LEILA,JANAH,"Founder & CEO, Sama and LXMI","Leila Janah is the Founder and CEO of Sama and LXMI, two companies recently highlighted on Fast Company’s Most Innovative Companies list that share a common social mission to end global poverty by giving work to people in need. She is also the co-author of America's Moment: Creating Opportunity in the Connected Age, a book by Rework America: A Markle Initiative.
Prior, Leila was a Visiting Scholar with the Stanford Program on Global Justice and Australian National University’s Center for Applied Philosophy and Public Ethics. She was a founding Director of Incentives for Global Health, and a management consultant at Katzenbach Partners (now Booz & Co.).
Leila is a Young Global Leader of the World Economic Forum, a Director of CARE USA, a 2012 TechFellow, recipient of the inaugural Club de Madrid Young Leadership Award, and the youngest person to win a Heinz Award in 2014. She received a BA from Harvard in African Development Studies and lives in San Francisco.",https://www.salesforce.com/dreamforce/DF16/keynotes-janah
"DR. ATUL BUTTE MD, Ph.D.",DR.,"ATUL BUTTE MD, Ph.D.","Professor of Pediatrics, Director of the Institute for Computational Health Sciences, UCSF","Atul Butte, MD, PhD is the inaugural Director of the Institute of Computational Health Sciences (ICHS) at the University of California, San Francisco, and a Professor of Pediatrics.  Dr. Butte is also the Executive Director for Clinical Informatics across the six University of California Medical Schools and Medical Centers.  Dr. Butte trained in Computer Science at Brown University, worked as a software engineer at Apple and Microsoft, received his MD at Brown University, trained in Pediatrics and Pediatric Endocrinology at Children's Hospital Boston, then received his PhD from Harvard Medical School and MIT.   Dr. Butte has authored nearly 200 publications, with research repeatedly featured in Wired Magazine, the New York Times, and the Wall Street Journal.  In 2015, Dr. Butte was elected into the National Academy of Medicine (formally known as the Institute of Medicine). In 2013, Dr. Butte was recognized by the White House as an Open Science Champion of Change for promoting science through publicly available data.  Other recent awards include the 2014 E. Mead Johnson Award for Research in Pediatrics, 2013 induction into the American Society for Clinical Investigation, and the 2011 National Human Genome Research Institute Genomic Advance of the Month.  Dr. Butte is also a founder of three investor-backed data-driven companies: Personalis, providing clinical interpretation of whole genome sequences, Carmenta (acquired by Progenity), discovering diagnostics for pregnancy complications, and NuMedii, finding new uses for drugs through open molecular data. Dr. Butte is also the principal investigator of the California Initiative to Advance Precision Medicine, and the principal investigator for ImmPort,  the clinical and molecular data repository for the National Institute of Allergy and Infectious Diseases.",https://www.salesforce.com/dreamforce/DF16/keynotes-butte/
CLAIRE HUGHES JOHNSON,CLAIRE,HUGHES JOHNSON,"Chief Operating Officer, Stripe","Claire is responsible for scaling Stripe’s worldwide business

operations to meet the needs of its rapidly-growing user base. She

brings nearly 20 years of experience in sales, product marketing and

operational scaling to Stripe.
From 2004-2014 Claire led various product and operations teams at

Google, most recently for the Self-Driving Cars project. She also

managed the business teams for Gmail, Google Checkout, and Google

Apps. Prior to Google, Claire spent time in management consulting and

Massachusetts state politics.
Claire earned a bachelor's degree with honors from Brown University

and an MBA from Yale School of Management. She serves on the board of

Hallmark Cards, Inc. and as a Trustee of Milton Academy. She lives in

Menlo Park, CA, with her husband, children and a neurotic dachshund

named Cookie.",https://www.salesforce.com/dreamforce/DF16/keynotes-johnson/
TOM DAVENPORT,TOM,DAVENPORT,"Distinguished Professor, Babson College","Tom Davenport is the President’s Distinguished Professor of Information Technology and Management at Babson College, cofounder of the International Institute for Analytics, Fellow at the MIT Initiative on the Digital Economy, and Senior Advisor to Deloitte Analytics. He teaches analytics/big data in executive programs at Babson, Harvard Business School and School of Public Health, and MIT Sloan School.
Davenport pioneered the concept of “competing on analytics” with his best-selling 2006 Harvard Business Review article and 2007 book. His most recent book (with Julia Kirby) is Only Humans Need Apply: Winners and Losers in the Age of Smart Machines. He wrote or edited seventeen other books and over 100 articles for Harvard Business Review, Sloan Management Review, The Financial Times, and many other publications. He is a regular contributor to the Wall Street Journal. He has been named one of the top 25 consultants by Consulting News, one of the 100 most influential people in the IT industry by Ziff-Davis, and one of the world’s top fifty business school professors by Fortune magazine.",https://www.salesforce.com/dreamforce/DF16/keynotes-davenport/
BOYAN SLAT,BOYAN,SLAT,"CEO and Founder, The Ocean Cleanup","Boyan Slat (1994) is a Dutch inventor and entrepreneur who creates technologies to solve societal problems.
He is the founder and CEO of The Ocean Cleanup, which develops advanced technologies to rid world’s oceans of plastic.
Instead of going after the plastic, Boyan devised a system though which, driven by the ocean currents, the plastic would concentrate itself, reducing the theoretical cleanup time from millennia to mere years. In February 2013 he dropped out of his Aerospace Engineering study to start The Ocean Cleanup. The first prototype system is projected to be deployed in June 2016.
Boyan Slat has been recognized as one of the 20 Most Promising Young Entrepreneurs Worldwide (Intel EYE50), and is the youngest-ever recipient of the UN’s highest environmental accolade; Champion of the Earth. In 2015, HM King Harald of Norway awarded Boyan the maritime industry's Young Entrepreneur Award. Foreign Policy included Boyan in their 2015 list of Global Thinkers, and Forbes included him in their 30 under 30 edition in 2016.
The Ocean Cleanup has been recognized as one of the Designs of the Year by the London Design Museum, is recipient of the 2015 INDEX: Award, won Fast Company’s 2015 Innovation by Design award, and has been chosen by TIME magazine as one of the 25 best inventions of 2015.
Visit The Ocean Cleanup.",https://www.salesforce.com/dreamforce/DF16/keynotes-slat
"RICH FERNANDEZ, Ph.D.",RICH,"FERNANDEZ, Ph.D.","Co-founder, Wisdom Labs","Rich is co-founder of Wisdom Labs, a learning solutions company focused on activating the art and science of mindfulness, resilience and thriving in work and life.
For more than two decades, Rich has delivered world-class leadership development, organizational culture and positive psychology solutions to leaders and organizations around the world. Before launching Wisdom Labs, Rich was the Director of Executive Education at Google, and he has also previously held roles as a learning and leadership development executive at eBay, Bank of America and JP Morgan Chase.
Rich is an writer and is a frequent contributor to Harvard Business Review, writes the “Mindful at Work” column for Mindful Magazine, and is currently working on a book on Thriving at Work.
Rich is a certified Master Teacher of Google’s Mindfulness-Based Emotional Intelligence curriculum, and has also received his mindfulness teacher training through The Mindfulness Institute. Rich is a psychologist and completed his graduate work at Columbia University, where he earned a Ph.D. in Counseling Psychology and an M.A. in Organizational Psychology. He did his undergraduate work at the University of California, San Diego, where he majored in surfing and minored in extended beach walks. He still practices these arts today near his home in San Francisco, California, where he lives with his wife Laura and 10-year- old son Noah. Rich is happy to share that his life’s purpose is the full integration of consciousness in all domains of life.",https://www.salesforce.com/dreamforce/DF16/keynotes-fernandez/
PROFESSOR CHERYL DISSANAYAKE,PROFESSOR,CHERYL DISSANAYAKE,"Director, Olga Tennison Autism Research Centre, La Trobe University","Professor Dissanayake is the Founding Director of Australia’s first research centre dedicated to ASDs established in 2008. She has been an autism researcher since 1984, when she began her PhD at Monash University. On completion she undertook a postdoctoral fellowship in the Sigman lab at UCLA, and has established and led an active research program since joining La Trobe University in 1996. In addition to her scholarly activities, with numerous grants and publications, Prof. Dissanayake was instrumental in bringing together Victorian and Australian autism researchers, having co-founded the Autism Victoria ASD Research Group (in 2003), the Australasian Autism Research Alliance (in 2005), the Australasian Autism Research Collaboration (in 2009) and the Australasian Society for Autism Research (2011), a member based society of which she is vice- President. She is also a Project Leader in the Autism Cooperative Research Centre.",https://www.salesforce.com/dreamforce/DF16/keynotes-dissanayake/
SCOT CHISHOLM,SCOT,CHISHOLM,"CEO & Co-founder, Classy","Scot is the CEO & Co-Founder of Classy, the world's leading  fundraising platform for nonprofit organizations. Since 2011, Classy has helped more than 3,000 nonprofits and social enterprises raise hundreds of millions of dollars including Oxfam, The World Food Program and National Geographic. Classy was recently selected by Fast Company as one of ""The World's Most Innovative Companies in Social Good"" and to the ""100 Brilliant Companies"" list by Entrepreneur Magazine.
Scot originally co-founded Classy to raise money for the American Cancer Society after his mother had been through two bouts with breast cancer. Since then, he’s led Classy from that first pub crawl fundraiser into a venture-backed SaaS company with a team of 175 people and a vision to help accelerate social impact around the world. Classy is now backed by some of the leading technology venture capitalists in the world, including Mithril Capital Partners, Salesforce Ventures, Bullpen Capital and others.
As a high-growth startup CEO and also one of Businessweek's 'Top 5 Most Promising Social Entrepreneurs', Scot speaks around the country on a variety of topics including social entrepreneurship, leadership, fundraising, startup growth / operations and the disruption of the traditional 'for-profit' and 'nonprofit' business models. His speaking portfolio includes TEDx, Dreamforce, Collision, SOCAP, Inbound, AFP International Fundraising Conference and more. He’s also a 'most viewed' and 'published' writer on Quora on similar topics.
Outside of Classy, Scot is an active advisor and angel investor, investing out of a fund called Mixture that includes investments in Change.org, inDinero, Iodine, Casetext and more. He’s also part of the founding investor group and on the Board of Directors at San Francisco City Football Club, the country’s first social enterprise semi-professional soccer club. Previously he served for four years on the founding Board of Directors at Team Rubicon, a veteran-led disaster relief nonprofit.",https://www.salesforce.com/dreamforce/DF16/keynotes-chisholm
TRACY YOUNG,TRACY,YOUNG,"CEO and Co-Founder, PlanGrid","Tracy is the CEO and co-founder of PlanGrid. Tracy has a degree in Construction Engineering Management, and helped build several hospitals prior to founding PlanGrid. She likes to joke that she went from working for one superintendent to hundreds of thousands through PlanGrid.",https://www.salesforce.com/dreamforce/DF16/keynotes-young/
DOUGLAS MCCAULEY,DOUGLAS,MCCAULEY,"Professor of Marine Science, UC Santa Barbara","Douglas McCauley began his career as a fisherman in the Port of Los Angeles. Eventually he migrated to marine science and now serves as an Assistant Professor at the University of California Santa Barbara.
Prof. McCauley has a degree in political science and a degree in biology from the University of California at Berkeley. His PhD research was done at Stanford University where he studied the ecology of sharks, giant parrotfish, and coral reef ecosystems. Prof. McCauley did postdoctoral research at Stanford University, Princeton University, and UC Berkeley.
Prof. McCauley’s science is motivated by the belief that we must better understand how complex ocean ecosystems work if we want to better protect them from threats like overfishing, climate change, and pollution. Incorporating new forms of tech into ocean science is an important part of the DNA of research in McCauley’s laboratory. Recent research by Prof. McCauley includes using electronic tags to follow sharks, satellites to monitor illegal fishing, and underwater scanners to find and study manta rays.
Work from the McCauley Lab has been published in leading research journals such as Science, Nature, and the Proceedings of the National Academy of Sciences USA and has been featured in the New York Times, BBC, Time, US National Public Radio, and at the World Economic Forum. Prof. McCauley was named a Sloan Research Fellow in the Ocean Sciences.",https://www.salesforce.com/dreamforce/DF16/keynotes-mccauley/
JULIE PACKARD,JULIE,PACKARD,"Executive Director, Monterey Bay Aquarium","Julie Packard is founding executive director of the Monterey Bay Aquarium. Based on a lifelong passion for science and nature, she has led the Aquarium to become a global force for ocean conservation. She chairs the board of the Monterey Bay Aquarium Research Institute, a global leader in deep ocean science and technology and she is deeply engaged in ocean conservation strategies through her work as a trustee of the David and Lucile Packard Foundation. Julie served as a member of the Pew Oceans Commission which published a blueprint for improving governance of America's ocean waters, and more recently served on the California Parks Forward Commission to develop a sustainable path for California's state parks. Julie holds a masters degree in biology with a focus in marine algal ecology.",https://www.salesforce.com/dreamforce/DF16/keynotes-packard
MARC J. FRANCIS,MARC,J. FRANCIS,"Co-Director, Walk With Me","Marc J. Francis is an award-winning filmmaker whose films have been shown throughout the world in cinemas and on television.
He was chosen by Harper's Bazaar magazine as one of their top ""Household names of the future,"" and named by the Observer newspaper as one of Britain’s ""Rising Stars.""
His most notable film was 'Black Gold,' described as ""riveting and draw-dropping"" (LA Times), it premiered at the Sundance Festival winning world wide critical acclaim. It went on to be released in over 30 countries and broadcast on networks including: PBS, Channel 4, and NHK.
Marc's next film, 'When China Met Africa,' described as ""a rare, grass-roots view into one of the most important economic developments of the age"" (Times of London), was a multi-broadcast project involving the BBC, Arte France, and the Sundance Institute. The film screened at international film festivals including Rotterdam, Munich, and at the Margaret Mead Festival in New York, where it won best film.
His latest film 'Walk With Me,' is narrated by Benedict Cumberbatch and co-directed with Max Pugh. It's a cinematic journey that follows the monastic community who practice the art of mindfulness with Zen Buddhist master Thich Nhat Hanh.
Marc is also the Co-founder and Creative director of Speakit Films—a dynamic production company renowned for its imaginative and sensitive treatment of the most pressing global issues and human stories of our time.",https://www.salesforce.com/dreamforce/DF16/keynotes-francis/
PATTIE SELLERS,PATTIE,SELLERS,"Executive Director of Fortune MPW Summits and Live Content, Time Inc.","Pattie Sellers co-founded Fortune Most Powerful Women (MPW), which began in 1998 as an annual ranking of the top women in business and has grown to be Fortune's largest and most valuable multimedia franchise. As executive director, Pattie oversees six MPW conferences and events annually worldwide.
She also co-founded and directs various MPW programs, including the Fortune/U.S. State Department Global Women's Mentoring Partnership and the Goldman Sachs-Fortune Global Women Leaders Award. An award-winning writer and multimedia journalist, Pattie has written more than 20 cover stories during her three-decade career at Fortune. She specializes in capturing the humanity and essence of the world's most successful people, and her resume includes definitive profiles of and groundbreaking interviews with Melinda Gates, Warren Buffett, Rupert Murdoch, Ted Turner, former Treasury Secretary Hank Paulson, Coca-Cola CEO Muhtar Kent, Oprah Winfrey, and Barclays CEO Jes Staley and his AIDS activist brother, Peter Staley.
Pattie won Time Inc.'s prestigious MVP (Most Valuable Performer) award in 2013 for her innovative work at Fortune and broad contributions across its parent company. In 2016, she launched SellersEaston Media, a private client storytelling and content creation company, with Fortune colleague Nina Easton. SellersEaston Media operates independently from Fortune and Time Inc.",https://www.salesforce.com/dreamforce/DF16/keynotes-sellers/
MIGUEL HELFT,MIGUEL,HELFT,"San Francisco Bureau Chief, Forbes","San Francisco bureau chief at Forbes, Miguel has been covering the tech industry from Silicon Valley since about the time of the Netscape IPO. He has worked at The New York Times,
Fortune,
 the Industry Standard,
 the San Jose Mercury News, Wired
 and the Los Angeles Times.
 Over the years, Miguel has written about chips, PCs, software, security, the Internet, mobile, digital media, VCs and startups. Before becoming a journalist, Miguel worked as a software engineer at Sun Microsystems and as a professional mountain guide.",https://www.salesforce.com/dreamforce/DF16/keynotes-helft
"RANA EL KALIOUBY, Ph.D.",RANA,"EL KALIOUBY, Ph.D.","Co-founder and Chief Executive Officer, Affectiva","Rana el Kaliouby, PhD, is co-founder and CEO of Affectiva, the pioneer in emotion-aware technology, the next frontier of Artificial Intelligence. She invented the company’s award winning, emotion recognition technology, that is built on an emotion AI science platform that uses deep learning and the world’s largest emotion data repository of nearly 4.5 million faces analyzed from 75 countries, amounting to more than 50 billion emotion data points.  Prior to founding Affectiva, as a research scientist at MIT Media Lab, Rana spearheaded the applications of emotion technology in a variety of fields, including mental health and autism research. Her work has appeared in numerous publications including The New Yorker, Wired, Forbes, Fast Company, The Wall Street Journal, The New York Times, CNN, CBS, TIME Magazine, Fortune and Reddit.  A TED speaker, she was recognized by Entrepreneur as one of the ""7 Most Powerful Women To Watch In 2014,"" inducted into the ""Women in Engineering"" Hall of Fame, a recipient of the 2012 Technology Review’s ""Top 35 Innovators Under 35"" Award, listed on Ad Age’s ""40 under 40"" and recipient of Smithsonian magazine's 2015 American Ingenuity Award for Technology. Rana holds a BSc and MSc in computer science from the American University in Cairo and a PhD from the computer laboratory, University of Cambridge.
Connect with Rana on Twitter: @kaliouby",https://www.salesforce.com/dreamforce/DF16/keynotes-kaliouby/
LINDEN TIBBETS,LINDEN,TIBBETS,"CEO, IFTTT","Linden is co-founder and CEO of IFTTT, a platform that helps your products and services work better together. With a background in engineering and design, Linden is passionate about wild ideas of all kinds.",https://www.salesforce.com/dreamforce/DF16/keynotes-tibbets/
CHERYL L. DORSEY,CHERYL,L. DORSEY,"President, Echoing Green","Cheryl Dorsey is a pioneer in the social entrepreneurship movement, and the President of Echoing Green, a global organization seeding and unleashing next-generation talent to solve the world's biggest problems.
 
Prior to leading this social impact organization, Cheryl was a social entrepreneur herself and received an Echoing Green Fellowship in 1992 to help launch The Family Van, a community-based mobile health unit in Boston. She became the first Echoing Green Fellow to head the social venture fund in 2002.
 
An accomplished leader and entrepreneur, she has served in two presidential administrations as a White House Fellow and Special Assistant to the U.S. Secretary of Labor (1997-98); Special Assistant to the Director of the Women's Bureau of the U.S. Labor Department (1998-99); and Vice Chair for the President's Commission on White House Fellowships (2009-present). Cheryl serves on several boards including the SEED Foundation and, previously, the Harvard Board of Overseers. She has a medical degree from Harvard Medical School and her Master’s in Public Policy from Harvard Kennedy School and received her Bachelor’s degree in History and Science magna cum laude with highest honors from Harvard-Radcliffe Colleges.
 
Cheryl has received numerous awards for her commitment to public service, including the Pfizer Roerig History of Medicine Award, the Robert Kennedy Distinguished Public Service Award, and the Manual C. Carballo Memorial Prize. She was also featured as one of ""America's Best Leaders"" by US News & World Report and the Center for Public Leadership at Harvard Kennedy School in 2009, and as one of The Nonprofit Times' ""Power and Influence Top 50"" in 2010 and 2011.",https://www.salesforce.com/dreamforce/DF16/keynotes-dorsey
DONNEL BAIRD,DONNEL,BAIRD,"CEO, BlocPower","Donnel Baird is the founder of BlocPower, a tech startup based in New York City. BlocPower develops portfolios of clean energy retrofit opportunities in financially underserved US communities and connects those opportunities to investors seeking social, environmental, and financial returns. BlocPower creates jobs for qualified local low-income workers, energy savings for community institutions, reduces carbon emissions, improved public health, and provides returns to investors. BlocPower is backed by Andreessen Horowitz and Kapor Capital. Baird graduated from Duke University with High Distinction and from Columbia Business School, where he was a recipient of the Board of Overseers Fellowship. He spent four years as a political and community organizer in Brooklyn, and two years managing a national initiative to leverage American Reinvestment and Recovery Act energy efficiency investments in underserved communities. Baird is a native of Brooklyn, N.Y. and is a perpetually exasperated fan of the New York Knicks.",https://www.salesforce.com/dreamforce/DF16/keynotes-baird/
DR. JOSEPHINE BARBARO,DR.,JOSEPHINE BARBARO,"Research Fellow, Olga Tennison Autism Research Centre, La Trobe University, Australia","Dr Josephine Barbaro is a Research Fellow at the Olga Tennison Autism Research Centre, La Trobe University, Australia, and co-founder of Australia’s first Early Assessment Clinic for Autism. Through her PhD, Dr Barbaro pioneered an early detection method for Autism known as the Social Attention and Communication Study (SACS). The SACS is the most successful tool for the very early detection of Autism in the world, identifying children with autism aged 12 to 24 months with an accuracy of 81%. The SACS has been incorporated into Australia’s Autism Cooperative Research Centre (CRC), and is used amongst healthcare professionals across Australia. The SACS been translated and disseminated in Europe and the Asia-Pacific, including Poland, South Korea, Japan, Bangladesh, and China.
Through Salesforce’s integrated philanthropic 1-1-1 model, Dr Barbaro's early detection program has led to the development of the world's first, empirically-based, Autism surveillance app for infants and toddlers called ASDetect (asdetect.org). ASDetect recently won the Research and Development Project of the Year at the Victorian iAwards.
Dr Barbaro, a Sir Robert Menzies Scholar, is President of the Menzies Memorial Scholars Association, and on the Board of Directors of the Menzies Foundation. She has received extensive national and international media recognition for her work, including Medscape.com and BBC.com. Dr Barbaro has published 13 peer-reviewed publications on the early detection of autism, and has won a number of awards for her work, including the International Society for Autism Research (INSAR) Best Clinical Dissertation Award, and Best Translation of Autism Research by the Autism CRC in 2015.",https://www.salesforce.com/dreamforce/DF16/keynotes-barbaro/
KERRY A. DOLAN,KERRY,A. DOLAN,"Assistant Managing Editor, Forbes","Kerry A. Dolan is an Assistant Managing Editor at Forbes
 magazine responsible for coverage of wealth and philanthropy. She is based in the San Francisco office, and is one of two editors who oversee the magazine's signature Forbes
 400 Richest Americans list and the Forbes
 World Billionaires' list. During her more than two decades at Forbes
, she has written about a variety of topics including philanthropy, healthcare, renewable energy and global business. Ms. Dolan has won multiple awards for her Forbes
 articles. She joined Forbes
 in New York in 1994 following stints at financial newswire Market News Service
 and at the English language unit of Nihon Keizai Shimbun,
 Japan's largest business publication.",https://www.salesforce.com/dreamforce/DF16/keynotes-dolan/
ISABELLA KIRKLAND,ISABELLA,KIRKLAND,"Artist and Research Associate, California Academy of Sciences","Born to be an artist in 1954, Isabella Kirkland grew up Richmond, VA. She attended Guilford College, Virginia Commonwealth University, and the San Francisco Art Institute. She was, for a time, the only licensed female taxidermist in New York City as part of her sculpture practice. Kirkland now draws attention to hundreds of species of flora and fauna in detailed oil paintings modeled after 16th- and17th century Dutch still life masters. Her life-size depictions of plants and animals are precisely rendered and anatomically accurate, the result of extensive research in the collections of natural history museums worldwide. Kirkland's work exhibits in both natural history and art museums and galleries. She is currently working on a painting of the biota of Suriname for the US State Department's ART IN EMBASSY program.",https://www.salesforce.com/dreamforce/DF16/keynotes-kirkland/
