Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Industries
Data Processing & Outsourced Services, Integrated Telecommunication Services, Research & Consulting Services, +1 more

July 2011
Home Movie Depot was acquired by ScanDigital.

Industries
Application Software, Internet Retail, Photographic Products, +1 more
","Headquarters HQ
101 West Broadway, Ste. B
Ashland, MO 65010
US","Nelson Muller
Vice President",https://network.axial.net/company/biz-crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"UHY Advisors Corporate Finance, LLC",Investment Bank ,Detroit, MI,http://www.uhyadvisors-us.com,"Our firm's National Transaction Services Group is comprised of seasoned, multi-disciplined professionals that bring a different aspect and perspective to bear in the transaction process, providing a uniquely integrated services approach to client service and product delivery. We do not believe that äóìone size fits alläóù; as each transaction is distinct. We offer services tailored for each transaction and seek opportunities for our clients to maximize their return on investment, while minimizing risks.","Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco

Materials:Aluminum Products; Chemicals; Commodity Chemicals; Construction Materials; Containers & Packaging; Diversified Chemicals; Fertilizers & Agricultural Chemicals; Forest Products; Gold Products; Industrial Gases; Metal Ore Mining; Metal, Glass & Plastic Containers; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals; Steel Products

Retail:Apparel Retail; Automotive Retail; Catalog Retail; Computer & Electronics Retail; Department Stores; Drug Retail; Food Retail; General Merchandise Stores; Home Improvement Retail; Homefurnishing Retail; Hypermarkets & Super Centers; Internet Retail; Retail Distributors; Specialty Stores

Show Less",[],"
October 2014
Sur-Flo Plastics & Engineering was acquired by Crowne Group, LLC.

Industries
Auto Parts & Accessories, Electronic Manufacturing Services

October 2014
K-Tool, Inc. was acquired by Integrated Supply Network, Inc..

Industries
Industrial Machinery & Equipment

October 2014
Schluckebier Oil Co. was acquired by Blue Flame Propane.

Industries
Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing

October 2014
Smith Brothers Tool Co  was acquired by Peninsula Capital Partners.

Industries
Industrial Machinery & Equipment, Steel Products

October 2014
Gentz Aero was acquired by MB Aerospace.

Industries
Electronic Manufacturing Services, Heavy Electrical Equipment, Industrial Machinery & Equipment

October 2014
Foster Blue Water Oil LLC was acquired by Karbowski Oil  Co..

Industries
Coal & Consumable Fuels

October 2014
CMI-Schneible Co. was acquired by JBS Ventures.

Industries
Construction & Engineering

October 2014
Aget  Manufacturing was acquired by DePierre  Management.

Industries
Consumer Electronics, Diversified Support Services

October 2014
The Paslin Company was acquired by Tower Three Partners.

Industries
Investment Banking & Brokerage

October 2014
Marshall E. Campbell Co.  was acquired by LaSalle Electric Supply.

Industries
Electrical Components & Equipment, Industrial Machinery & Equipment

October 2014
Fluid Automation Inc. was acquired by Graco Inc..

Industries
Heavy Electrical Equipment, Industrial Machinery & Equipment

October 2014
Brown Rehab & Review was acquired by WellComp Managed Care Services.

Industries
Health Care Services, Human Resource & Employment Services
","Headquarters HQ
719 Griswold Street, Suite 630, Chrysler House
Detroit, MI 48226
US","Aaron Witalec
Senior Manager

Alex Conti
Vice President

Andrew Bulgarelli",https://network.axial.net/company/uhy-advisors-mi-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

EBIT Associates,Investment Bank ,Barrington, IL,http://www.ebitassociates.com,"EBIT Associates is a leading intermediary and investment-banking firm advising private and corporate clients on lower middle market transactions. EBIT provides sophisticated solutions in merger and acquisitions, valuation opinions, private placement, financial restructuring, fold-ins, IPOäó»s, project consulting and machinery and equipment appraisals. We use a customized marketing strategy and state-of-the-art resources, allowing us to close transactions over three times the industry average. Headquartered in the greater Chicago area with offices throughout the USA and other continents, our excellent track record serving businesses nationwide in the over $1-$500 million revenue range proves the reliability of our distinctive approach. We pride ourselves on the comprehensive structured process we use to bring together buyers and sellers, maximizing value on both sides of the transaction. EBITäó»s extraordinarily high success rate is a testament to the diligence and experience our team brings to the table.

    Show Less","Business Services:Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Consumer Goods:Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Consumer Durables & Apparel; Consumer Electronics; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Personal Products; Photographic Products; Textiles; Tires & Rubber

Consumer Services:Casino & Gaming Operators; Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Restaurants; Specialized Consumer Services

Financial Services:Asset Management & Custody Banks; Diversified Capital Markets; Diversified Financials; Investment Banking & Brokerage; Multi-Sector Holdings; Other Diversified Financial Services; Specialized Finance

Health Care:Health Care Distributors; Health Care Equipment; Health Care Facilities; Health Care Services; Health Care Supplies; Health Care Technology; Managed Health Care

Industrials:Aerospace & Defense; Air Freight & Logistics; Airlines; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Life Sciences:Biotechnology; Life Sciences Tools & Services; Nutraceuticals; Pharmaceuticals

Materials:Chemicals; Commodity Chemicals; Construction Materials; Containers & Packaging; Diversified Chemicals; Fertilizers & Agricultural Chemicals; Forest Products; Industrial Gases; Metal, Glass & Plastic Containers; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals

Media:Broadcasting; Cable & Satellite; Digital & Social Media; Movies & Entertainment; Publishing

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],"
March 2016
Hawk Labatories, Inc. was acquired by Kestrel Capital Group.

Industries
Building Products

October 2014
Boca closed recapitalization financing with Quest.

Industries
Real Estate Services, Technology Distributors

January 2014
BrainBits, L.L.C. was acquired by MPG Equity Partners, L.L.C. .

Industries
Biotechnology
","Headquarters HQ
117 S. Cook Street, 
Barrington, IL 60010
US","Paul Klinge
Managing Director

Todd Cushing
Principal",https://network.axial.net/company/ebit-associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Littlebanc Advisors,Investment Bank ,Delray Beach, FL,http://www.littlebanc.com,"Maximizing Value for Small Companies At Littlebanc Advisors, a merchant and investment banking firm, we have perfected the art of raising smaller tranches of capital for high-quality small to mid-market growth companies. Littlebanc Advisors acts as agent and advisor in traditional investment banking transactions that we conduct on behalf of our clients. LB Merchant, via separate merchant banking transactions, invests the firm's own capital along with capital from select Limited Partners, in innovative companies with compelling growth opportunities. Littlebanc's clients include: Closely held private companies Micro cap & small cap public companies Private equity-owned companies Family businesses

    Show Less",[],[],"
January 2014
HiConversion raised capital from Littlebanc Advisors.

Industries
Advertising, Digital & Social Media, Internet Software & Services

November 2013
PF Management Services, LLC (""The Premier Group"") raised capital from LB Merchant, LLC.

Industries
Specialized Consumer Services

February 2013
PSM Holdings, Inc. (OTCBB:PSMH) raised capital from Littlebanc Merchant PSMH-1, LLC.

Industries
Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, +1 more

August 2012
HiConversion raised capital from LB Merchant HC-2, LLC.

Industries
Application Software, Home Improvement Retail, IT Consulting & Other Services, +3 more

July 2012
Adams Arms, Inc. raised capital from LB Merchant AA-1, LLC.

Industries
Aerospace & Defense

October 2011
DS Laboratoris raised capital from --.

Industries
Personal Products

May 2011
SkyShop Logistics raised capital from LBI Investments, LLC.

Industries
Internet Retail, Internet Software & Services, Specialized Consumer Services

April 2011
Apollidon, Inc.  raised capital from -.

Industries
Education Services

March 2011
Powers Device Technologies raised capital from Lb Merchant II, LLLP.

Industries
Health Care Equipment, Health Care Technology

November 2010
Hiconversion raised capital from Lb Merchant, LLLP.

Industries
Internet Software & Services

October 2010
Planet Payment raised capital from -.

Industries
Data Processing & Outsourced Services

May 2010
SkyPostal PuntoMio raised capital from LBI Investments, LLC.

Industries
Internet Retail, Internet Software & Services, Specialized Consumer Services

March 2010
Liberator Medical Supply raised capital from -.

Industries
Health Care Distributors, Health Care Equipment, Health Care Supplies

November 2009
ExamSoft was acquired by Phoenix Strategy Investments, LLC.

Industries
Application Software

October 2009
Planet Payment raised capital from -.

Industries
Data Processing & Outsourced Services
","Headquarters HQ
1615 South Congress Avenue, Suite 103
Delray Beach, FL 33445
US","Ian Beadle
Principal

Kevin Gadawski
Managing Director

Lyn Davis
Operations Manager & Compliance Director",https://network.axial.net/company/littlebanc-advisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Young America Capital, LLC",Investment Bank ,Mamaroneck, NY,http://www.yacapital.com,"Young America Capital leverages strong relationships with banks, venture-capital and private-equity funds, family offices, fund-of-funds, foundations, hedge funds, Fortune 500 M&A executives and large employers' retirement systems to facilitate clients' goals. Advisor to: Investment managers in the alternative-asset classes, including venture capital, private equity, and hedge funds. YAC provides advisory services in the areas of fund structuring, fund-raising/marketing, LP relations, and back-office operations. Advisor to: Businesses seeking seed stage, early stage, and mezzanine debt and/or equity working capital.

    Show Less","Business Services:Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Marine Ports & Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production

Materials:Aluminum Products; Construction Materials; Gold Products; Metal Ore Mining; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Steel Products

Real Estate:Diversified Real Estate Activities; Real Estate Development; Real Estate Investment Trusts (REITs); Real Estate Operating Companies; Real Estate Services

Technology:Application Software; Financial Technology; Health Care Technology; Home Entertainment Software; Internet Software & Services; Software; Systems Software

Telecommunications:Wireless Telecommunication Services

Show Less",[],"
December 2015
Watch U Want, Inc. was acquired by Govberg Jewelers.

Industries
Internet Retail

November 2015
Moda Operandi raised capital from Investors.

Industries
Apparel Retail, Apparel, Accessories & Luxury Goods, Catalog Retail

August 2015
Parkel Corporation was acquired by Sun Communities, Inc..

Industries
Homebuilding, Specialized Consumer Services

June 2015
Gawker Media secured debt financing from Silicon Valley Bank.

Industries
Digital & Social Media, Publishing

December 2014
Xcel Brands, Inc. raised capital from Private Placement of Common Stock.

Industries
Advertising, Digital & Social Media, Retail Distributors

September 2014
Another9 LLC was acquired by Cohere Communications.

Industries
Integrated Telecommunication Services, Internet Software & Services, Wireless Telecommunication Services

September 2014
Bag Balm was acquired by Vermont's Original LLC.

Industries
Personal Products

August 2014
Vessel Metrics, LLC secured debt financing from Ethos Capital Partners.

Industries
Internet Software & Services, Marine Ports & Services

February 2014
February Point Resort was acquired by McGarvey Development Company.

Industries
Hotel, Resort & Cruise Line Operators, Real Estate Development, Real Estate Operating Companies

September 2013
delve Marketig Research was acquired by Focus Pointe Global.

Industries
Advertising, Research & Consulting Services

July 2013
Cambria secured debt financing from MB.

Industries
Building Products, Construction Materials

December 2012
Ultrapetrol raised capital from Southern Cross Group, Latin American Private Equity Fund.

Industries
Marine Ports & Services, Marine Shipping, Oil & Gas Equipment & Services

August 2009
Wireless Edge was acquired by Global Tower Partners.

Industries
Construction & Engineering

September 2004
KMA II, LLC raised capital from Wells Fargo.

Industries
Diversified Real Estate Activities

September 2000
SND was acquired by Consumer Electronic Aktiengesellschaft.

Industries
Consumer Electronics
","Headquarters HQ
141 East Boston Post Road, 
Mamaroneck, NY 10543
US","Peter Formanek
Founder and Managing Partner

Jakob Bergendorff
Vice President

William Tapert
Managing Director",https://network.axial.net/company/young-america-capital-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Peter A Sokoloff & Co,Investment Bank ,Glendale, CA,http://www.sokoloffco.com,"Peter A. Sokoloff  Co.primarily advises on corporate mergers and acquisitions within specific industries in which the firm has deep knowledge and relationships.  Founded in 1997, the firm has achieved international standing by covering the vital industries of Security and Telecommunications.Within Telecommunications our firm specializes in MA of the vendors who provide software and services to carriers and enteprrises.  Our Security practice includes hardware, software and services businesses who provide physical and logical security products and services to protect  Homeland Security, commercial and residential installations and networks.Our practices are global in reach.  Our firm has represented buyers and sellers headquartered in dozens of nations.  Our mandates include a mix of sell-side and buy-side assignments.

    Show Less","Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Energy Equipment & Services; Oil & Gas Drilling; Oil & Gas Equipment & Services

Technology:Application Software; Financial Technology; Health Care Technology; Home Entertainment Software; Internet Software & Services; Software; Systems Software

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],"
December 2015
Cortel was acquired by Ridgemont Equity Partners.

Industries
Wireless Telecommunication Services

July 2014
Tarshan was acquired by Enabil.

Industries
Financial Technology, Systems Software

June 2013
Card Scanning Solutions was acquired by Red Oak Growth Partners, Insight Ventures Partners, Egis Capital.

Industries
Electronic Equipment & Instruments, Systems Software

November 2012
DMN was acquired by The Gores Group.

Industries
Communications Equipment

December 2011
LogicMark was acquired by Generation3 Capital.

Industries
Security & Alarm Services, Specialized Consumer Services
","Headquarters HQ
550 North Brand Blvd., Suite 1650
Glendale, CA 91203
US","Bernie Walko
Managing Director

Clarissa Jacobson

Peter Sokoloff",https://network.axial.net/company/peter-a-sokoloff-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Lawrence, Evans & Co., LLC",Investment Bank ,Columbus, OH,http://www.lawrenceevans.com/,"Lawrence, Evans & Co., LLC provides investment banking, finance, consulting, as well as turnaround and restructuring advisory to small and middle market healthcare providers and service companies as well as transportation and value added logistics. Through capital raising, mergers and acquisition advisory, corporate restructuring work, and business consulting services, Lawrence, Evans & Co., LLC will guide you every step of the way. We are well known for our innovative client solutions to complex financial problems, and precise attention to each client's special needs. We are a boutique firm small enough to provide you the personal service you deserve yet large enough to meet all of your complex needs. The firms five professionals have over 100 years of combined complex transaction, capital raising, financial advisory, management, turnaround, revenue cycle, expert witness and direct lending experience. Client's typically include companies between $1 and $250 million in annual revenues. Since our inception in 2002, we have assisted numerous companies nationwide. With offices in Columbus, Ohio we are a one stop provider for servicing your financial and business interests. Sell-Side Advisory Buy-Side Advisory Financial Advisory Management Buyouts Owner Recapitalization Restructure Debt and Equity Management Consulting Distressed Investing Collateral Analysis and Audits Healthcare Information Technology Audit and Management EXPERIENCE - INDUSTRIES Healthcare Technology including Robotics Logistic Solutions Renewable Energy - Solar, Wind, Water EXPERIENCE - HEALTHCARE Our in-depth knowledge and experience in virtually every healthcare sector enables our healthcare investment bankers to provide the value-added advice vital to maintaining a strategic and competitive advantage in today's rapidly changing healthcare environment. Our Healthcare Group has worked with clients representing a broad spectrum including: Physician Practice Management Laboratories / Imaging Centers Health Maintenance Organizations Medical Office Buildings Healthcare Software and IT Revenue Cycle Management Hospitals Nursing Homes / Assisted Living Outpatient Surgery Centers Physician Practices / IPAs Home Healthcare / Rehabilitation Medical Device Manufacturers

    Show Less","Distribution:Health Care Distributors

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Electric Utilities; Energy Equipment & Services; Gas Utilities; Independent Power Producers & Energy Traders; Multi-Utilities; Oil & Gas Drilling; Oil & Gas Equipment & Services; Utilities; Water Utilities

Health Care:Health Care Equipment; Health Care Facilities; Health Care Services; Managed Health Care

Industrials:Air Freight & Logistics; Airlines; Airport Services; Highways & Railtracks; Marine Ports & Services; Marine Shipping; Railroads; Third Party Logistics (3PL); Transportation; Trucking

Manufacturing:Health Care Supplies; Light Manufacturing

Technology:Health Care Technology; Software

Show Less",[],"
December 2015
Vista Grande Villa secured debt financing from Piper Jaffray.

Industries
Health Care Facilities

July 2015
5370 Holdings LLC secured debt financing from Private Lender.

Industries
Hotel, Resort & Cruise Line Operators

May 2015
Senior Healthcare Services Inc was acquired by Health Square Inc.

Industries
Health Care Services, Health Care Technology

September 2014
Indiana Medical Billing and Health Technology was acquired by Midwest Strategic Buyer.

Industries
Data Processing & Outsourced Services, Health Care Services, Health Care Technology, +3 more

July 2014
Medical Billing and Claims was acquired by Management Team and Private Capital.

Industries
Data Processing & Outsourced Services, Health Care Services, Health Care Technology, +1 more

July 2014
Ohio Trucking Company was acquired by Calypso Asset Management LLC.

Industries
Air Freight & Logistics, Third Party Logistics (3PL), Trading Companies & Distributors, +1 more

December 2012
Midwest Medical Billing Company was acquired by Midwest Financial Buyer.

Industries
Health Care Services, Health Care Technology, IT Consulting & Other Services, +1 more

July 2012
Globalnet Solutions Inc. was acquired by Medical Transcription Billing, Corp. (NASD:MTBC).

Industries
Health Care Services, Health Care Technology, Health Care Technology

May 2011
Medical Billing was acquired by Strategic Buyer.

Industries
Health Care Services, Health Care Technology
","Headquarters HQ
88 E. Broad St, Suite 1750
Columbus, OH 43215
US","Neil Johnson
Managing Partner

Weian Ye

Kevin Cergol",https://network.axial.net/company/lawrence-evans-co-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Growth Venture Partners,Investment Bank ,Las Vegas, NV,http://www.growthventurepartners.com,"We focus on proprietary lower- and middle-market opportunities, involving private companies and its stakeholders whom are seeking financing via private placements or strategic investments, as well as liquidity via the secondary market, buyouts or M&A. Our unique and robust network of institutional and strategic investors have capabilities of combining timely execution of transactions, creative deal structuring, complex negotiations, perceptive market insight and in-depth qualitative and quantitative analyses. As a trusted partner, we adhere to high standards, place strong emphasis on establishing long-term relationships with investor and corporate clients, originate value-add ideas that help achieve strategic objectives and maximize shareholder value, and perform world-class execution that yields timely and optimal results. Additionally, we maintain a comprehensive database of fundamental industry knowledge and framework of sectors and sub-sectors, which are used to identify forward-looking trends and drivers, track emerging companies and strategic opportunities, and originate unique ideas that help define the future of the market.

    Show Less","Manufacturing:Aerospace & Defense; Consumer Electronics; Electronic Manufacturing Services; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing

Media:Advertising; Broadcasting; Cable & Satellite; Digital & Social Media; Movies & Entertainment; Publishing

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],"
January 2014
Digital Media Company raised capital from Venture Debt Firm.

Industries
Advertising, Digital & Social Media, Movies & Entertainment

July 2013
Digital Media Company raised capital from Private Equity Firm.

Industries
Advertising, Advertising, Digital & Social Media, +1 more

December 2012
Marketing Analytics Company was acquired by Strategic in the Retail Sector.

Industries
Advertising, Advertising, Internet Software & Services

September 2011
Enterprise Software Services Company raised capital from Venture Capital Firm.

Industries
Application Software, Internet Software & Services, Systems Software

October 2010
AeroSpace & Defense Electronics Company was acquired by Private Equity Firm.

Industries
Aerospace & Defense, Aerospace & Defense, Electrical Components & Equipment, +5 more

January 2009
Wireless Components Company was acquired by Strategic in the Wireless Components Sector.

Industries
Aerospace & Defense, Aerospace & Defense, Communications Equipment, +5 more
","Headquarters HQ
1930 Ski Slope Circle, 
Las Vegas, NV 89117
US","Eli Gabay
CEO / Managing Director",https://network.axial.net/company/growth-venture-partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

DelMorgan & Co,Investment Bank ,Santa Monica, CA,http://www.delmorganco.com,"With over 75 years of combined experience and over $250 billion in successfully completed transactions, the professionals at DelMorgan provide world-class financial advice and assistance to companies, institutions, governments and individuals around the world. Our services are fundamentally centered on achieving our clients' aims to consummate strategically important transactions and to enhance shareholder value. Our core competencies include: Raising capital for growing companies looking to grow their operations or expand their shareholder base Mergers & acquisitions (M&A) involving acquisitions or divestitures Sale of a company Strategic advisory (shareholder relations / hostile defense / unsolicited acquisitions / strategic financial advice / restructuring special committee advisory fairness / valuation opinions, expert witness testimony) Because of DelMorgan's unique approach, our clients can be assured of having engaged a trusted advisor and partner who will dedicate an extraordinary level of focus, energy and experience in the pursuit of our clients' objectives. By aligning our interests with those of our clients, DelMorgan can ensure that our passion for success is effectively joined with our clients' ambitions. We are proud of the way our services translate into success for our clients, and we strive to build relationships that will be mutually beneficial over the long term.

    Show Less","Business Services:Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services

Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco

Consumer Services:Casino & Gaming Operators; Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Restaurants; Specialized Consumer Services

Distribution:Food Distributors; Health Care Distributors; Retail Distributors; Technology Distributors; Third Party Logistics (3PL); Trading Companies & Distributors

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Coal & Consumable Fuels; Energy Equipment & Services; Integrated Oil & Gas; Oil & Gas Drilling; Oil & Gas Equipment & Services; Oil & Gas Exploration & Production; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels

Financial Services:Financial Technology

Health Care:Health Care Equipment; Health Care Technology

Industrials:Aerospace & Defense; Air Freight & Logistics; Airlines; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Manufacturing:Aerospace & Defense; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Packaging; Paper Products; Personal Products; Photographic Products; Safety Equipment; Textiles; Tires & Rubber

Materials:Chemicals; Construction Materials; Containers & Packaging; Forest Products; Paper & Forest Products; Paper Packaging; Paper Products; Specialty Chemicals

Media:Advertising; Broadcasting; Cable & Satellite; Digital & Social Media; Movies & Entertainment; Publishing

Retail:Apparel Retail; Catalog Retail; Computer & Electronics Retail; Department Stores; Food Retail; General Merchandise Stores; Internet Retail; Retail Distributors; Specialty Stores

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Telecommunications:Alternative Carriers; Integrated Telecommunication Services; Wireless Telecommunication Services

Show Less",[],,"Headquarters HQ
100 Wilshire Blvd., Suite 750, 
Santa Monica, CA 90401
US","Neil Morganbesser
President & CEO

Jonah Moore

Steven Tartaglini
Managing Director",https://network.axial.net/company/delmorgan-co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Madeira Partners,Investment Bank ,Minne, MN,http://www.madeirapartners.com,"Madeira Partners is a mergers and acquisition (M&A) advisory firm that represents lower middle market companies in niche manufacturing, value-added distribution, business services and specialty retail with $5 million to $100 million in annual revenue.We provide M&A advisory services to closely-held, family owned, private equity sponsored and corporate shareholders that wish to sell all or part of their company, a division, a product line or a subsidiary.",[],[],,"Headquarters HQ
2501 Wayzata Boulevard, 
Minne, MN 55730
US",Jake Fishman,https://network.axial.net/company/lbl-private-investment-banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Copper Run Capital LLC,Investment Bank ,Columbus, OH,http://www.copperruncap.com,"Copper Run Capital is a boutique M&A advisory firm focused on serving the needs of the lower middle market. Our firm is committed to providing lower middle market companies with high quality merger and acquisition advisory services. We provide clients with senior level attention and are 100% focused on achieving our clientäó»s objectives.Copper Run Capital LLC was founded to make merger and acquisition advice and assistance available to corporations and individuals whose transactions are too small or infrequent to attract the interest of bulge bracket investment bankers. Many of our clients face unprecedented strategic opportunities or problems but lack the experience or resources to assess or to respond to it effectively.The founders of Copper Run Capital believe the middle market is incredibly under served when it comes to their investment banking needs. We are committed to delivering the highest level of service and results to our clients. We have more than $11 billion of M&A transaction experience.Copper Run Capital was founded on the principles of honesty, integrity, hard work, and family. We believe those principles will be key in building and keeping lasting relationships with our clients and our community.

    Show Less","Consumer Goods:Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco

Consumer Services:Casino & Gaming Operators; Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Restaurants; Specialized Consumer Services

Energy & Utilities:Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Electric Utilities; Energy Equipment & Services; Gas Utilities; Independent Power Producers & Energy Traders; Multi-Utilities; Oil & Gas Drilling; Oil & Gas Equipment & Services; Utilities; Water Utilities

